Date, Prices, Generation forecast, System load forecast
2012-10-17 09:00:00,61.182,64821,59000
2012-10-17 10:00:00,62.903,65412,59600
2012-10-17 11:00:00,63.271,65403,59600
2012-10-17 12:00:00,56.275,64637,60000
2012-10-17 13:00:00,53.181,63917,59900
2012-10-17 14:00:00,51.499,63284,57000
2012-10-17 15:00:00,41.707,61478,55000
2012-10-17 16:00:00,42.156,59751,52900
2012-10-17 17:00:00,46.244,60005,51500
2012-10-17 18:00:00,59.77,62116,52700
2012-10-17 19:00:00,67.071,66685,57100
2012-10-17 20:00:00,54.156,63556,58400
2012-10-17 21:00:00,45.935,60128,52800
2012-10-17 22:00:00,44.588,58841,49400
2012-10-17 23:00:00,39.985,58779,52500
2012-10-18 00:00:00,45.362,57547,50400
2012-10-18 01:00:00,41.387,54333,45000
2012-10-18 02:00:00,33.225,52785,45200
2012-10-18 03:00:00,26.137,51926,41900
2012-10-18 04:00:00,26.345,51726,40100
2012-10-18 05:00:00,30.693,53407,40600
2012-10-18 06:00:00,44.615,56793,44300
2012-10-18 07:00:00,63.148,63095,52000
2012-10-18 08:00:00,62.623,63866,56100
2012-10-18 09:00:00,65.002,64755,56600
2012-10-18 10:00:00,67.91,64861,56600
2012-10-18 11:00:00,64.154,65367,56700
2012-10-18 12:00:00,61.394,64764,57400
2012-10-18 13:00:00,59.683,63546,57700
2012-10-18 14:00:00,58.109,62495,54900
2012-10-18 15:00:00,50.712,60804,53400
2012-10-18 16:00:00,50.57,59759,51800
2012-10-18 17:00:00,53,60340,50300
2012-10-18 18:00:00,60.902,63083,51900
2012-10-18 19:00:00,75,67770,56200
2012-10-18 20:00:00,61.196,64738,57100
2012-10-18 21:00:00,53.23,60763,52200
2012-10-18 22:00:00,58.005,58266,48300
2012-10-18 23:00:00,55,57460,51600
2012-10-19 00:00:00,43.963,54986,49500
2012-10-19 01:00:00,32.331,51618,44700
2012-10-19 02:00:00,30.597,51344,44600
2012-10-19 03:00:00,30.012,50907,41200
2012-10-19 04:00:00,30.59,50568,39700
2012-10-19 05:00:00,31.609,50984,40200
2012-10-19 06:00:00,43.563,54592,43700
2012-10-19 07:00:00,63.946,61610,51500
2012-10-19 08:00:00,67.832,62636,56000
2012-10-19 09:00:00,61.268,62598,55900
2012-10-19 10:00:00,60.166,62105,56300
2012-10-19 11:00:00,57.927,61854,56500
2012-10-19 12:00:00,57.329,61692,56800
2012-10-19 13:00:00,56.004,60706,57500
2012-10-19 14:00:00,51.401,60052,54400
2012-10-19 15:00:00,50.787,58377,52600
2012-10-19 16:00:00,48.75,56947,51000
2012-10-19 17:00:00,55.296,58978,49400
2012-10-19 18:00:00,63.757,60870,50900
2012-10-19 19:00:00,67.072,63882,54500
2012-10-19 20:00:00,56.887,60764,56200
2012-10-19 21:00:00,47.881,58170,51200
2012-10-19 22:00:00,46.581,56283,47800
2012-10-19 23:00:00,44.125,56299,51000
2012-10-20 00:00:00,32.96,53493,48800
2012-10-20 01:00:00,32.194,49868,43800
2012-10-20 02:00:00,33.089,48891,43200
2012-10-20 03:00:00,31.157,47842,39600
2012-10-20 04:00:00,31.023,46380,37600
2012-10-20 05:00:00,31.127,46730,37000
2012-10-20 06:00:00,31.844,47385,38300
2012-10-20 07:00:00,38.513,48692,41100
2012-10-20 08:00:00,42.529,50787,43900
2012-10-20 09:00:00,45.319,53220,45900
2012-10-20 10:00:00,44.7,54276,47900
2012-10-20 11:00:00,45.91,54765,48500
2012-10-20 12:00:00,46.686,55491,50200
2012-10-20 13:00:00,41.852,53438,52200
2012-10-20 14:00:00,40.921,52294,48100
2012-10-20 15:00:00,40.78,50640,46000
2012-10-20 16:00:00,37.282,49697,44600
2012-10-20 17:00:00,41.718,50873,43300
2012-10-20 18:00:00,52.915,54156,45200
2012-10-20 19:00:00,61.581,58619,49000
2012-10-20 20:00:00,48.998,56378,50700
2012-10-20 21:00:00,41.063,52418,46500
2012-10-20 22:00:00,45.157,52501,44100
2012-10-20 23:00:00,45.468,53933,48100
2012-10-21 00:00:00,48.44,51829,47700
2012-10-21 01:00:00,39.525,48459,42900
2012-10-21 02:00:00,32.015,47518,42100
2012-10-21 03:00:00,29.547,46549,38500
2012-10-21 04:00:00,27.739,46449,36400
2012-10-21 05:00:00,30.095,46058,35500
2012-10-21 06:00:00,28.884,46291,36300
2012-10-21 07:00:00,31.678,46554,37700
2012-10-21 08:00:00,33.89,46768,39700
2012-10-21 09:00:00,38.406,48544,41300
2012-10-21 10:00:00,39.799,49523,43500
2012-10-21 11:00:00,39.164,50024,45500
2012-10-21 12:00:00,46.926,52313,47700
2012-10-21 13:00:00,33.504,49936,50000
2012-10-21 14:00:00,31.662,49093,45200
2012-10-21 15:00:00,32.542,48049,42600
2012-10-21 16:00:00,33.922,47744,41200
2012-10-21 17:00:00,43.111,48877,40500
2012-10-21 18:00:00,52.966,52107,42700
2012-10-21 19:00:00,61.962,55581,47800
2012-10-21 20:00:00,51.763,54519,50900
2012-10-21 21:00:00,46.957,52171,47200
2012-10-21 22:00:00,49.04,51572,44500
2012-10-21 23:00:00,48.638,52824,48000
2012-10-22 00:00:00,39.96,51049,45800
2012-10-22 01:00:00,32.312,48594,41600
2012-10-22 02:00:00,32.009,48791,40900
2012-10-22 03:00:00,31.96,48696,38200
2012-10-22 04:00:00,32.081,48378,36700
2012-10-22 05:00:00,34.002,49397,37800
2012-10-22 06:00:00,52.42,54426,41900
2012-10-22 07:00:00,63.552,60225,49900
2012-10-22 08:00:00,66.977,61997,54700
2012-10-22 09:00:00,63.922,62002,54600
2012-10-22 10:00:00,60.869,61978,55700
2012-10-22 11:00:00,60,62271,55900
2012-10-22 12:00:00,60.069,62293,57000
2012-10-22 13:00:00,58.589,61450,57500
2012-10-22 14:00:00,58.056,60832,55400
2012-10-22 15:00:00,56.25,59617,53800
2012-10-22 16:00:00,53.191,58866,52600
2012-10-22 17:00:00,59.149,59618,51200
2012-10-22 18:00:00,66.994,61300,52600
2012-10-22 19:00:00,80,65109,57200
2012-10-22 20:00:00,59.22,61887,57700
2012-10-22 21:00:00,52.969,59583,52100
2012-10-22 22:00:00,52.906,57517,48300
2012-10-22 23:00:00,47.868,58049,51800
2012-10-23 00:00:00,35.678,54743,49900
2012-10-23 01:00:00,35.11,52048,44900
2012-10-23 02:00:00,34.206,52247,44300
2012-10-23 03:00:00,27.246,51263,41600
2012-10-23 04:00:00,27.224,51068,39900
2012-10-23 05:00:00,34.858,51856,40400
2012-10-23 06:00:00,46.176,55741,44100
2012-10-23 07:00:00,60.966,61979,51800
2012-10-23 08:00:00,62.817,63769,56500
2012-10-23 09:00:00,66.348,64028,56700
2012-10-23 10:00:00,64.293,63652,57300
2012-10-23 11:00:00,61.471,63044,57700
2012-10-23 12:00:00,54.925,62188,58700
2012-10-23 13:00:00,54.935,61360,59100
2012-10-23 14:00:00,52.983,60761,56500
2012-10-23 15:00:00,52.03,59518,55200
2012-10-23 16:00:00,52.282,59316,53900
2012-10-23 17:00:00,57.925,59849,52000
2012-10-23 18:00:00,63.93,61875,53500
2012-10-23 19:00:00,72.307,66026,58000
2012-10-23 20:00:00,57.841,62528,58800
2012-10-23 21:00:00,52.068,59239,53100
2012-10-23 22:00:00,47.269,57177,49500
2012-10-23 23:00:00,42.027,56877,52700
2012-10-24 00:00:00,35.653,53480,50900
2012-10-24 01:00:00,34.543,51418,45700
2012-10-24 02:00:00,33.448,51549,45200
2012-10-24 03:00:00,20.575,50134,42300
2012-10-24 04:00:00,17.632,49594,40600
2012-10-24 05:00:00,32.337,50793,41200
2012-10-24 06:00:00,54.674,56630,45100
2012-10-24 07:00:00,72.76,62900,52300
2012-10-24 08:00:00,69.945,64728,56900
2012-10-24 09:00:00,67.74,64625,58100
2012-10-24 10:00:00,69.722,64745,58600
2012-10-24 11:00:00,70,64371,58900
2012-10-24 12:00:00,64.982,63250,59900
2012-10-24 13:00:00,61.061,62508,60000
2012-10-24 14:00:00,57.993,61792,57600
2012-10-24 15:00:00,56.192,60545,55800
2012-10-24 16:00:00,57.056,60942,54200
2012-10-24 17:00:00,59.079,61812,52600
2012-10-24 18:00:00,67.29,63758,53700
2012-10-24 19:00:00,69.565,67543,58900
2012-10-24 20:00:00,61.964,65194,59400
2012-10-24 21:00:00,53.406,60681,53700
2012-10-24 22:00:00,47.755,58142,50100
2012-10-24 23:00:00,37.948,56354,53300
2012-10-25 00:00:00,37.429,54460,51600
2012-10-25 01:00:00,36.548,52164,46400
2012-10-25 02:00:00,34.222,53371,46300
2012-10-25 03:00:00,18.584,51501,43200
2012-10-25 04:00:00,15.177,50527,41300
2012-10-25 05:00:00,33.339,51810,42000
2012-10-25 06:00:00,49.997,57379,46000
2012-10-25 07:00:00,62.783,62273,53500
2012-10-25 08:00:00,68.917,64149,58500
2012-10-25 09:00:00,66.31,64311,58600
2012-10-25 10:00:00,68.233,64144,59000
2012-10-25 11:00:00,62.514,63739,58400
2012-10-25 12:00:00,57.876,62819,59100
2012-10-25 13:00:00,55.997,62120,59000
2012-10-25 14:00:00,53.196,61329,56500
2012-10-25 15:00:00,47.006,59642,55000
2012-10-25 16:00:00,44.284,58508,53400
2012-10-25 17:00:00,49.987,59834,51800
2012-10-25 18:00:00,61.62,62223,53400
2012-10-25 19:00:00,66.146,66036,59100
2012-10-25 20:00:00,57.069,63430,59400
2012-10-25 21:00:00,46.027,59920,54400
2012-10-25 22:00:00,48.107,57948,50400
2012-10-25 23:00:00,40.003,59044,53700
2012-10-26 00:00:00,33.72,55808,51300
2012-10-26 01:00:00,32.911,53649,46700
2012-10-26 02:00:00,30.914,54904,46400
2012-10-26 03:00:00,25.2,53185,43400
2012-10-26 04:00:00,19.696,52027,41700
2012-10-26 05:00:00,29.182,53175,42500
2012-10-26 06:00:00,44.44,56853,46000
2012-10-26 07:00:00,61.06,62896,53500
2012-10-26 08:00:00,62.905,65215,59100
2012-10-26 09:00:00,64.35,65815,59100
2012-10-26 10:00:00,61.824,66026,59800
2012-10-26 11:00:00,65.925,67097,60200
2012-10-26 12:00:00,64.629,66104,60900
2012-10-26 13:00:00,61.11,66188,61500
2012-10-26 14:00:00,56.884,64660,58300
2012-10-26 15:00:00,52.921,62996,56400
2012-10-26 16:00:00,49.945,61689,54700
2012-10-26 17:00:00,57.031,61999,53500
2012-10-26 18:00:00,66.871,64397,55000
2012-10-26 19:00:00,78.565,68974,60100
2012-10-26 20:00:00,60,64886,61200
2012-10-26 21:00:00,47.23,61487,56100
2012-10-26 22:00:00,46.031,59425,52800
2012-10-26 23:00:00,45.003,60440,56100
2012-10-27 00:00:00,42.691,57998,53900
2012-10-27 01:00:00,37.251,54826,48900
2012-10-27 02:00:00,35.193,54781,48000
2012-10-27 03:00:00,34.028,54204,44800
2012-10-27 04:00:00,21.112,52835,42700
2012-10-27 05:00:00,28.81,52899,42300
2012-10-27 06:00:00,32.284,54586,44000
2012-10-27 07:00:00,36.165,55759,46700
2012-10-27 08:00:00,37.891,56753,50700
2012-10-27 09:00:00,44.769,59602,53000
2012-10-27 10:00:00,48.154,62079,55600
2012-10-27 11:00:00,50.085,63112,56400
2012-10-27 12:00:00,48.675,63578,58000
2012-10-27 13:00:00,40.501,61817,59700
2012-10-27 14:00:00,36.27,59293,55300
2012-10-27 15:00:00,36.056,57452,53000
2012-10-27 16:00:00,36.063,57125,51300
2012-10-27 17:00:00,40.651,57683,50100
2012-10-27 18:00:00,55.259,62093,52500
2012-10-27 19:00:00,69.609,67232,58800
2012-10-27 20:00:00,58.328,64643,60200
2012-10-27 21:00:00,49.643,61293,56300
2012-10-27 22:00:00,55.602,60944,53900
2012-10-27 23:00:00,50.063,62759,58000
2012-10-28 00:00:00,33.531,61717,57700
2012-10-28 01:00:00,32.698,58834,53500
2012-10-28 02:00:00,33.135,52948,52600
2012-10-28 03:00:00,31.849,52889,47000
2012-10-28 04:00:00,32.614,52591,45700
2012-10-28 05:00:00,33.774,53525,45700
2012-10-28 06:00:00,34.728,53913,47800
2012-10-28 07:00:00,35.125,53796,49600
2012-10-28 08:00:00,37.023,54911,50700
2012-10-28 09:00:00,44.534,55314,53200
2012-10-28 10:00:00,45.207,57676,54500
2012-10-28 11:00:00,45.13,59646,55600
2012-10-28 12:00:00,46.102,60155,57000
2012-10-28 13:00:00,40.965,59643,58600
2012-10-28 14:00:00,36.048,59432,53700
2012-10-28 15:00:00,36.72,56983,51100
2012-10-28 16:00:00,41.035,55792,49900
2012-10-28 17:00:00,53.18,55870,49900
2012-10-28 18:00:00,62.715,58133,56300
2012-10-28 19:00:00,62.036,62895,62100
2012-10-28 20:00:00,56.111,64863,61200
2012-10-28 21:00:00,45.791,62818,58300
2012-10-28 22:00:00,47.165,60810,56600
2012-10-28 23:00:00,53.188,59696,60200
2012-10-29 00:00:00,43.18,59983,59900
2012-10-29 01:00:00,38.327,57125,55500
2012-10-29 02:00:00,36.235,56809,55400
2012-10-29 03:00:00,31.284,55455,52600
2012-10-29 04:00:00,29.274,54820,51200
2012-10-29 05:00:00,38.099,56107,52700
2012-10-29 06:00:00,52.745,61149,57200
2012-10-29 07:00:00,57.93,66032,64300
2012-10-29 08:00:00,66.549,67661,67600
2012-10-29 09:00:00,66.36,68726,69300
2012-10-29 10:00:00,63.963,69095,69600
2012-10-29 11:00:00,66.051,69263,69300
2012-10-29 12:00:00,61.265,69341,69500
2012-10-29 13:00:00,63.114,68941,68900
2012-10-29 14:00:00,59.721,67970,65600
2012-10-29 15:00:00,63.119,67043,63600
2012-10-29 16:00:00,61.346,66702,62400
2012-10-29 17:00:00,68.593,67366,61900
2012-10-29 18:00:00,80.596,72829,68500
2012-10-29 19:00:00,75.065,73332,74300
2012-10-29 20:00:00,66.83,70306,70000
2012-10-29 21:00:00,56.119,66054,65000
2012-10-29 22:00:00,55.621,65237,61900
2012-10-29 23:00:00,56.431,65538,65700
2012-10-30 00:00:00,48.003,62583,62500
2012-10-30 01:00:00,47.313,59266,57900
2012-10-30 02:00:00,41.284,58197,58000
2012-10-30 03:00:00,33.858,55919,55500
2012-10-30 04:00:00,34.483,55917,53300
2012-10-30 05:00:00,45.088,57468,54300
2012-10-30 06:00:00,53.197,61446,58600
2012-10-30 07:00:00,57.025,66742,65900
2012-10-30 08:00:00,61.5,69567,69000
2012-10-30 09:00:00,62.652,70486,70400
2012-10-30 10:00:00,65.873,70503,70000
2012-10-30 11:00:00,65.637,70790,69200
2012-10-30 12:00:00,61.196,69599,68800
2012-10-30 13:00:00,60.805,68570,67700
2012-10-30 14:00:00,61.026,67987,64500
2012-10-30 15:00:00,63.903,67223,62800
2012-10-30 16:00:00,65.112,67038,61500
2012-10-30 17:00:00,73.885,68964,61700
2012-10-30 18:00:00,105.486,72474,67400
2012-10-30 19:00:00,75.95,72893,73200
2012-10-30 20:00:00,61.671,70437,70300
2012-10-30 21:00:00,59.003,67107,65600
2012-10-30 22:00:00,60.006,64783,62800
2012-10-30 23:00:00,57,64621,66100
2012-10-31 00:00:00,53.191,61959,61900
2012-10-31 01:00:00,46.512,59475,56500
2012-10-31 02:00:00,44.921,58583,56700
2012-10-31 03:00:00,35.982,56094,53900
2012-10-31 04:00:00,38.397,55365,52200
2012-10-31 05:00:00,42.03,57063,52800
2012-10-31 06:00:00,53.195,61577,57300
2012-10-31 07:00:00,63.922,66119,64800
2012-10-31 08:00:00,67.468,68961,67600
2012-10-31 09:00:00,70.462,70822,68800
2012-10-31 10:00:00,68.753,70489,69200
2012-10-31 11:00:00,63.281,70245,68900
2012-10-31 12:00:00,60.942,69478,69500
2012-10-31 13:00:00,59.64,69030,68900
2012-10-31 14:00:00,58.44,68818,66200
2012-10-31 15:00:00,57.264,67857,65500
2012-10-31 16:00:00,57.124,67378,64300
2012-10-31 17:00:00,59.908,68344,63900
2012-10-31 18:00:00,69.94,73113,70200
2012-10-31 19:00:00,65.342,72734,73400
2012-10-31 20:00:00,57.5,70095,69100
2012-10-31 21:00:00,53.199,66773,64400
2012-10-31 22:00:00,56.115,64203,61100
2012-10-31 23:00:00,48.948,64815,64600
2012-11-01 00:00:00,39.912,60536,61800
2012-11-01 01:00:00,36.232,57568,54800
2012-11-01 02:00:00,25.84,56245,54100
2012-11-01 03:00:00,21.053,54405,51000
2012-11-01 04:00:00,21.888,53230,48600
2012-11-01 05:00:00,25.059,52811,47700
2012-11-01 06:00:00,25.059,53729,48500
2012-11-01 07:00:00,31.908,56215,49700
2012-11-01 08:00:00,34.859,57418,50300
2012-11-01 09:00:00,37.294,58470,52500
2012-11-01 10:00:00,36.923,59165,54700
2012-11-01 11:00:00,36.899,59833,55500
2012-11-01 12:00:00,36.483,60508,57500
2012-11-01 13:00:00,35.062,60488,59900
2012-11-01 14:00:00,33.643,60173,55200
2012-11-01 15:00:00,30.11,58973,52800
2012-11-01 16:00:00,29.916,58188,51100
2012-11-01 17:00:00,39.946,59390,51600
2012-11-01 18:00:00,49.956,63255,59400
2012-11-01 19:00:00,51.319,63916,62400
2012-11-01 20:00:00,41.729,61719,59800
2012-11-01 21:00:00,38.224,59471,57300
2012-11-01 22:00:00,42.444,59099,55400
2012-11-01 23:00:00,41.021,60763,59000
2012-11-02 00:00:00,32.332,57236,56300
2012-11-02 01:00:00,23.639,54373,52300
2012-11-02 02:00:00,12.913,53864,52100
2012-11-02 03:00:00,11.009,52472,49400
2012-11-02 04:00:00,11.198,52012,47100
2012-11-02 05:00:00,20.866,52306,48000
2012-11-02 06:00:00,34.626,55242,50800
2012-11-02 07:00:00,45.923,58835,55200
2012-11-02 08:00:00,48.693,60282,58300
2012-11-02 09:00:00,49.425,62116,59200
2012-11-02 10:00:00,49.482,63363,60400
2012-11-02 11:00:00,49.314,63347,60200
2012-11-02 12:00:00,49.538,64042,61700
2012-11-02 13:00:00,47.73,63639,62300
2012-11-02 14:00:00,43.7,61574,59200
2012-11-02 15:00:00,45.088,60401,56900
2012-11-02 16:00:00,46.913,61310,55400
2012-11-02 17:00:00,59.377,63532,55900
2012-11-02 18:00:00,66.307,66837,63100
2012-11-02 19:00:00,55.975,66011,64500
2012-11-02 20:00:00,46.471,63906,62000
2012-11-02 21:00:00,44.005,60835,57900
2012-11-02 22:00:00,45.45,59593,55200
2012-11-02 23:00:00,45.387,60643,58700
2012-11-03 00:00:00,50.868,59041,55600
2012-11-03 01:00:00,41.354,55036,51600
2012-11-03 02:00:00,26.308,54543,51000
2012-11-03 03:00:00,21.094,52830,47600
2012-11-03 04:00:00,18.978,52473,45100
2012-11-03 05:00:00,19.772,53719,44800
2012-11-03 06:00:00,20.67,53828,46300
2012-11-03 07:00:00,27.84,54904,48000
2012-11-03 08:00:00,33.096,55545,50200
2012-11-03 09:00:00,36.377,57986,52900
2012-11-03 10:00:00,38.334,59509,55200
2012-11-03 11:00:00,41.127,60302,54900
2012-11-03 12:00:00,44.232,61007,57000
2012-11-03 13:00:00,41.195,60916,58300
2012-11-03 14:00:00,41.936,58329,54300
2012-11-03 15:00:00,43.35,57256,51800
2012-11-03 16:00:00,45.715,58278,49400
2012-11-03 17:00:00,54.917,60400,51300
2012-11-03 18:00:00,61.181,63572,57500
2012-11-03 19:00:00,55.956,63733,59500
2012-11-03 20:00:00,35.693,60804,57200
2012-11-03 21:00:00,41.016,58224,53600
2012-11-03 22:00:00,48.84,58298,51900
2012-11-03 23:00:00,49.681,59776,56100
2012-11-04 00:00:00,25.669,56835,55300
2012-11-04 01:00:00,20.589,53213,51900
2012-11-04 02:00:00,17.418,51965,50300
2012-11-04 03:00:00,16.058,51048,47000
2012-11-04 04:00:00,15.001,50396,44400
2012-11-04 05:00:00,16.456,50483,43500
2012-11-04 06:00:00,10.978,50338,44400
2012-11-04 07:00:00,10.958,51850,44800
2012-11-04 08:00:00,15.947,52925,46200
2012-11-04 09:00:00,25.274,56165,48600
2012-11-04 10:00:00,34.038,58786,50800
2012-11-04 11:00:00,35.061,59817,52100
2012-11-04 12:00:00,35.676,60656,54400
2012-11-04 13:00:00,34.527,60817,56400
2012-11-04 14:00:00,27.177,58908,51300
2012-11-04 15:00:00,16.598,56331,47800
2012-11-04 16:00:00,12.947,54664,45800
2012-11-04 17:00:00,31.675,56271,46600
2012-11-04 18:00:00,38.876,60972,51100
2012-11-04 19:00:00,43.473,62651,57100
2012-11-04 20:00:00,36.485,61239,56100
2012-11-04 21:00:00,33.52,59531,53400
2012-11-04 22:00:00,34.586,58687,51200
2012-11-04 23:00:00,31.119,59145,54600
2012-11-05 00:00:00,25.118,57469,53700
2012-11-05 01:00:00,15.591,55237,50300
2012-11-05 02:00:00,12.865,54477,49200
2012-11-05 03:00:00,10.642,52066,46600
2012-11-05 04:00:00,10.092,51291,44900
2012-11-05 05:00:00,18.898,55095,46500
2012-11-05 06:00:00,40.476,59807,50600
2012-11-05 07:00:00,51.358,66448,57000
2012-11-05 08:00:00,61.913,69057,60700
2012-11-05 09:00:00,57.125,70035,62900
2012-11-05 10:00:00,54.658,69900,63700
2012-11-05 11:00:00,53.195,70303,63700
2012-11-05 12:00:00,51.942,70138,64400
2012-11-05 13:00:00,52.561,69453,64900
2012-11-05 14:00:00,53.592,69126,62200
2012-11-05 15:00:00,52.352,69316,59800
2012-11-05 16:00:00,55.512,69363,58500
2012-11-05 17:00:00,65.878,70790,59200
2012-11-05 18:00:00,67.634,73601,63400
2012-11-05 19:00:00,65.831,73011,69800
2012-11-05 20:00:00,59.43,71352,65600
2012-11-05 21:00:00,50.681,67777,60600
2012-11-05 22:00:00,50.757,66752,57500
2012-11-05 23:00:00,46.38,67180,61000
2012-11-06 00:00:00,43.786,64886,59100
2012-11-06 01:00:00,38.49,61337,54500
2012-11-06 02:00:00,34.43,60970,54100
2012-11-06 03:00:00,29.099,60128,51400
2012-11-06 04:00:00,26.184,60211,49700
2012-11-06 05:00:00,36.067,61312,50600
2012-11-06 06:00:00,49.389,65581,54800
2012-11-06 07:00:00,61.15,70749,61500
2012-11-06 08:00:00,63.193,72446,64500
2012-11-06 09:00:00,61.184,72320,66200
2012-11-06 10:00:00,61.431,73430,66700
2012-11-06 11:00:00,65,73870,66800
2012-11-06 12:00:00,62.007,72799,67400
2012-11-06 13:00:00,57.1,72613,67200
2012-11-06 14:00:00,53.2,71821,64600
2012-11-06 15:00:00,47.017,70853,63000
2012-11-06 16:00:00,53.251,70627,61800
2012-11-06 17:00:00,61.278,72953,62100
2012-11-06 18:00:00,105.005,76663,66900
2012-11-06 19:00:00,72.767,77460,72200
2012-11-06 20:00:00,59.96,74633,69000
2012-11-06 21:00:00,53.197,70680,64000
2012-11-06 22:00:00,56.1,69051,60900
2012-11-06 23:00:00,52.644,69511,64100
2012-11-07 00:00:00,44.823,65984,62700
2012-11-07 01:00:00,37.768,63015,57300
2012-11-07 02:00:00,38.49,62878,57600
2012-11-07 03:00:00,31.78,60631,54300
2012-11-07 04:00:00,16.918,59409,52700
2012-11-07 05:00:00,34.436,60978,53400
2012-11-07 06:00:00,49.656,64586,57600
2012-11-07 07:00:00,57.19,70492,64500
2012-11-07 08:00:00,59.004,73172,67100
2012-11-07 09:00:00,61.193,73558,68100
2012-11-07 10:00:00,62.905,73678,68200
2012-11-07 11:00:00,61.184,73395,68100
2012-11-07 12:00:00,61.187,72817,68700
2012-11-07 13:00:00,57.257,72168,68000
2012-11-07 14:00:00,59.94,71750,65600
2012-11-07 15:00:00,51.749,70009,64900
2012-11-07 16:00:00,52.06,69282,63900
2012-11-07 17:00:00,60.918,71176,63400
2012-11-07 18:00:00,81.697,75444,69600
2012-11-07 19:00:00,65.909,75708,72900
2012-11-07 20:00:00,57.705,73336,68600
2012-11-07 21:00:00,56.004,69263,64100
2012-11-07 22:00:00,57.19,66974,60700
2012-11-07 23:00:00,50.488,67259,64700
2012-11-08 00:00:00,40,65291,62900
2012-11-08 01:00:00,32.691,61576,57300
2012-11-08 02:00:00,32.434,61795,57900
2012-11-08 03:00:00,23.145,60239,54600
2012-11-08 04:00:00,19.018,59912,52900
2012-11-08 05:00:00,33.221,60844,53600
2012-11-08 06:00:00,45.38,65921,58000
2012-11-08 07:00:00,57.05,72034,64500
2012-11-08 08:00:00,61.274,73711,68700
2012-11-08 09:00:00,65.575,74557,68700
2012-11-08 10:00:00,64.961,74779,68800
2012-11-08 11:00:00,62.964,74687,68100
2012-11-08 12:00:00,61.199,73502,68200
2012-11-08 13:00:00,58.43,73201,67500
2012-11-08 14:00:00,57.003,72324,65300
2012-11-08 15:00:00,53.997,71070,63100
2012-11-08 16:00:00,49.601,70453,61700
2012-11-08 17:00:00,61.991,72785,61400
2012-11-08 18:00:00,76.299,77388,68100
2012-11-08 19:00:00,67.976,77227,71500
2012-11-08 20:00:00,61.746,74571,67600
2012-11-08 21:00:00,55.205,71064,63400
2012-11-08 22:00:00,54.9,69267,60000
2012-11-08 23:00:00,52.611,68841,63800
2012-11-09 00:00:00,53.844,65979,61700
2012-11-09 01:00:00,48.72,62888,57300
2012-11-09 02:00:00,44.957,62034,57700
2012-11-09 03:00:00,34.853,60709,54800
2012-11-09 04:00:00,34.227,60017,52900
2012-11-09 05:00:00,42.747,60735,54000
2012-11-09 06:00:00,51.211,65929,58000
2012-11-09 07:00:00,60.294,71551,64800
2012-11-09 08:00:00,62.449,72641,69100
2012-11-09 09:00:00,64.258,73243,68700
2012-11-09 10:00:00,60.989,72833,68700
2012-11-09 11:00:00,59.93,72333,68100
2012-11-09 12:00:00,57.412,71894,68000
2012-11-09 13:00:00,55.065,71607,66800
2012-11-09 14:00:00,55.005,70393,63500
2012-11-09 15:00:00,55.9,69612,60800
2012-11-09 16:00:00,59.071,69310,59900
2012-11-09 17:00:00,64.273,71614,60900
2012-11-09 18:00:00,69.771,75093,68100
2012-11-09 19:00:00,58.866,73961,69300
2012-11-09 20:00:00,53.993,71756,66500
2012-11-09 21:00:00,47.96,68963,61800
2012-11-09 22:00:00,50.492,66835,58600
2012-11-09 23:00:00,49.988,67236,62400
2012-11-10 00:00:00,46.281,64751,58500
2012-11-10 01:00:00,39.436,60987,53700
2012-11-10 02:00:00,31.101,59994,53000
2012-11-10 03:00:00,28.696,58771,49100
2012-11-10 04:00:00,24.648,58349,46800
2012-11-10 05:00:00,27.613,58743,46300
2012-11-10 06:00:00,28.287,58619,47700
2012-11-10 07:00:00,33.463,58840,49300
2012-11-10 08:00:00,35.914,59316,51200
2012-11-10 09:00:00,43.883,60586,54500
2012-11-10 10:00:00,47.19,62432,56700
2012-11-10 11:00:00,49.322,63113,56800
2012-11-10 12:00:00,48.807,63740,58600
2012-11-10 13:00:00,46.463,63419,59800
2012-11-10 14:00:00,40.647,61212,55500
2012-11-10 15:00:00,35.915,59808,52700
2012-11-10 16:00:00,37.92,59294,50800
2012-11-10 17:00:00,50.097,62931,52500
2012-11-10 18:00:00,58.428,65864,58300
2012-11-10 19:00:00,52.799,66025,60000
2012-11-10 20:00:00,49.197,63799,57600
2012-11-10 21:00:00,40.051,60755,54100
2012-11-10 22:00:00,44.158,60752,52400
2012-11-10 23:00:00,43.554,62316,56800
2012-11-11 00:00:00,32.102,60883,55700
2012-11-11 01:00:00,20.898,57536,51500
2012-11-11 02:00:00,15.988,56967,50500
2012-11-11 03:00:00,12.575,55075,47000
2012-11-11 04:00:00,11.895,54649,44800
2012-11-11 05:00:00,13.021,54851,44100
2012-11-11 06:00:00,16.941,54959,45400
2012-11-11 07:00:00,21.398,55591,45600
2012-11-11 08:00:00,23.567,57087,46500
2012-11-11 09:00:00,34.612,59727,49900
2012-11-11 10:00:00,41.367,61379,52700
2012-11-11 11:00:00,44.958,63346,54200
2012-11-11 12:00:00,46.647,64381,56400
2012-11-11 13:00:00,40.585,62749,58500
2012-11-11 14:00:00,35.406,59540,53500
2012-11-11 15:00:00,33.281,59552,50200
2012-11-11 16:00:00,35.657,59038,49100
