Date, Price, Wind power forecast, Ampirion zonal load forecast
2012-09-29 21:00:00,39.68,1169.25,19500.25
2012-09-29 22:00:00,30.68,1236.25,18605.5
2012-09-29 23:00:00,24.38,1274.25,17584.75
2012-09-30 00:00:00,20.65,1173.5,15897.5
2012-09-30 01:00:00,12.67,1172.5,15357.75
2012-09-30 02:00:00,14.98,1161.5,14940.5
2012-09-30 03:00:00,15.7,1145.75,14752.25
2012-09-30 04:00:00,12.39,1108.25,14845.25
2012-09-30 05:00:00,18.89,1050.5,14772.75
2012-09-30 06:00:00,20.42,1003.75,14911.5
2012-09-30 07:00:00,23.26,953.5,15386
2012-09-30 08:00:00,26.35,908,16534.25
2012-09-30 09:00:00,27.52,857,17529.5
2012-09-30 10:00:00,27.99,790.25,18755
2012-09-30 11:00:00,27.71,783.25,19727.75
2012-09-30 12:00:00,25.86,792.5,19550
2012-09-30 13:00:00,23.94,772.5,19064.25
2012-09-30 14:00:00,23.41,694.75,18500.25
2012-09-30 15:00:00,24.99,627,18158.75
2012-09-30 16:00:00,22.43,564.5,18039.75
2012-09-30 17:00:00,33.02,512.75,18216.75
2012-09-30 18:00:00,40.25,490,18796.75
2012-09-30 19:00:00,54.94,483.75,20124.75
2012-09-30 20:00:00,55,521,19974.25
2012-09-30 21:00:00,42.16,569.75,19504.25
2012-09-30 22:00:00,36.5,605.25,18908
2012-09-30 23:00:00,31.89,623.25,18012.25
2012-10-01 00:00:00,30.05,692,16769.25
2012-10-01 01:00:00,28.92,666.5,15938.5
2012-10-01 02:00:00,32.71,663.75,15743.5
2012-10-01 03:00:00,32.31,677.5,16080.25
2012-10-01 04:00:00,29.95,688,16606
2012-10-01 05:00:00,37.09,669.75,18145
2012-10-01 06:00:00,53.63,649.5,22081.25
2012-10-01 07:00:00,63.9,633.25,24376.5
2012-10-01 08:00:00,62.84,600.5,25592.75
2012-10-01 09:00:00,62.08,548.75,26110.75
2012-10-01 10:00:00,64.06,485.75,27085.5
2012-10-01 11:00:00,63.19,471.25,27672.5
2012-10-01 12:00:00,60.07,492.75,27180
2012-10-01 13:00:00,59.89,534,26896.75
2012-10-01 14:00:00,53.2,528,26700
2012-10-01 15:00:00,51.95,506.75,26589.5
2012-10-01 16:00:00,51.38,482.25,25763.25
2012-10-01 17:00:00,51.99,462.5,25349.5
2012-10-01 18:00:00,61.27,476.75,25469.5
2012-10-01 19:00:00,68.56,530.25,26468.75
2012-10-01 20:00:00,63.54,615,26254.75
2012-10-01 21:00:00,52.93,722.5,24594.5
2012-10-01 22:00:00,48.8,831.25,22394
2012-10-01 23:00:00,38,907.75,20270.25
2012-10-02 00:00:00,35.04,885.75,18965.5
2012-10-02 01:00:00,33.77,936.75,17839
2012-10-02 02:00:00,31.01,944,17532.25
2012-10-02 03:00:00,27.84,922.5,17852.75
2012-10-02 04:00:00,30.98,907.75,18469.5
2012-10-02 05:00:00,34.07,882.5,19968.25
2012-10-02 06:00:00,44.38,868,23737.5
2012-10-02 07:00:00,57.65,886,26523.75
2012-10-02 08:00:00,60.06,890.25,27895.25
2012-10-02 09:00:00,60.02,871.75,27838.25
2012-10-02 10:00:00,57.09,846.25,28603.25
2012-10-02 11:00:00,55.75,872,29163.5
2012-10-02 12:00:00,50.98,936.75,28646
2012-10-02 13:00:00,44.3,964.75,27948
2012-10-02 14:00:00,42.77,934.75,27212
2012-10-02 15:00:00,43.19,849.5,26745
2012-10-02 16:00:00,48.01,775.5,25883
2012-10-02 17:00:00,54.94,693.25,25750
2012-10-02 18:00:00,62.21,647.5,25827.25
2012-10-02 19:00:00,74.77,664.75,26436.25
2012-10-02 20:00:00,60.91,727.25,25528.25
2012-10-02 21:00:00,52.91,810,23386.75
2012-10-02 22:00:00,40.08,888.25,21979.25
2012-10-02 23:00:00,36.64,948.25,20235.75
2012-10-03 00:00:00,27.93,1002,18551.5
2012-10-03 01:00:00,28.73,1079.5,17697.25
2012-10-03 02:00:00,26.36,1141.25,16571.25
2012-10-03 03:00:00,22.02,1191.5,16009
2012-10-03 04:00:00,23.3,1285,15559.75
2012-10-03 05:00:00,28.91,1368.25,15849.25
2012-10-03 06:00:00,31.22,1446,15745
2012-10-03 07:00:00,32.55,1553.5,16001.75
2012-10-03 08:00:00,32.25,1680.5,17188.75
2012-10-03 09:00:00,30.83,1756.25,18231
2012-10-03 10:00:00,29.26,1842.75,19556.75
2012-10-03 11:00:00,27.51,1882.5,20506.5
2012-10-03 12:00:00,15.09,1899,20466.5
2012-10-03 13:00:00,15.34,1915,19898.75
2012-10-03 14:00:00,18.89,1816.25,19105.5
2012-10-03 15:00:00,28,1661.25,18631.5
2012-10-03 16:00:00,29.09,1493.25,18792.5
2012-10-03 17:00:00,37.54,1429,19133.25
2012-10-03 18:00:00,49,1449.25,19808
2012-10-03 19:00:00,59.96,1554.25,20977.25
2012-10-03 20:00:00,45.82,1727,20427.5
2012-10-03 21:00:00,32.82,1962,19243.25
2012-10-03 22:00:00,26.54,2159.5,18716.5
2012-10-03 23:00:00,15.07,2301.75,17671.5
2012-10-04 00:00:00,30.03,1686,16403
2012-10-04 01:00:00,25.9,1659.5,15870.5
2012-10-04 02:00:00,26.05,1586.75,16212
2012-10-04 03:00:00,25.26,1544.25,17162.75
2012-10-04 04:00:00,25.58,1564.75,18552.75
2012-10-04 05:00:00,31.35,1579.75,19810.25
2012-10-04 06:00:00,53.26,1601.75,23254.25
2012-10-04 07:00:00,66.8,1638.75,25730
2012-10-04 08:00:00,60.07,1684.5,27116
2012-10-04 09:00:00,53.03,1721.25,27272.5
2012-10-04 10:00:00,52.25,1757.5,28287
2012-10-04 11:00:00,54.76,1775.25,29186
2012-10-04 12:00:00,57.6,1802.75,29059
2012-10-04 13:00:00,57.96,1726.75,28498
2012-10-04 14:00:00,58.93,1691.25,27427.25
2012-10-04 15:00:00,56.28,1725.75,26300
2012-10-04 16:00:00,53,1805,25943.75
2012-10-04 17:00:00,52.09,1866.75,26008.75
2012-10-04 18:00:00,61.67,1861.25,26135
2012-10-04 19:00:00,68.03,1870.75,26689.5
2012-10-04 20:00:00,57.95,1876.75,25658
2012-10-04 21:00:00,43.79,1864.75,23740.75
2012-10-04 22:00:00,40.05,1832.25,22968.25
2012-10-04 23:00:00,34.86,1776,21671.5
2012-10-05 00:00:00,34.37,1694,20177.5
2012-10-05 01:00:00,31.54,1562,19605
2012-10-05 02:00:00,33.06,1465.25,19263
2012-10-05 03:00:00,30.15,1404,19013.25
2012-10-05 04:00:00,29.57,1346.75,19211
2012-10-05 05:00:00,35.17,1336.75,19846.75
2012-10-05 06:00:00,49.95,1334.25,23012.75
2012-10-05 07:00:00,62.29,1401,25336.5
2012-10-05 08:00:00,63.44,1481.25,26238
2012-10-05 09:00:00,63.7,1637.75,26699.5
2012-10-05 10:00:00,53.39,1810,28010.5
2012-10-05 11:00:00,48.87,2158.25,28487.25
2012-10-05 12:00:00,36.71,2668,28297
2012-10-05 13:00:00,34.43,3149,27962.75
2012-10-05 14:00:00,32.05,3419,26906.75
2012-10-05 15:00:00,31.07,3538.75,26360.75
2012-10-05 16:00:00,31.19,3658.25,25690.75
2012-10-05 17:00:00,34.42,3678,25374.25
2012-10-05 18:00:00,39.9,3557.25,25186.75
2012-10-05 19:00:00,51.99,3363.25,25633.25
2012-10-05 20:00:00,41.63,3164.25,24456.5
2012-10-05 21:00:00,39.69,2915,22883
2012-10-05 22:00:00,35.47,2625.25,21217.75
2012-10-05 23:00:00,29.9,2318.5,19707.25
2012-10-06 00:00:00,29.05,2140.5,18012.75
2012-10-06 01:00:00,29.01,1820.25,17547.75
2012-10-06 02:00:00,28.77,1588.25,17299.25
2012-10-06 03:00:00,29.16,1404,17303
2012-10-06 04:00:00,29.98,1228,17624.75
2012-10-06 05:00:00,32.03,1050.5,17607.25
2012-10-06 06:00:00,36.42,931,18230
2012-10-06 07:00:00,43.47,866.25,19135.5
2012-10-06 08:00:00,47.9,841.25,20230.75
2012-10-06 09:00:00,44.11,855,21065.75
2012-10-06 10:00:00,41.29,906.25,22281
2012-10-06 11:00:00,42.65,973.25,22627.25
2012-10-06 12:00:00,39.46,1073.5,22627.75
2012-10-06 13:00:00,34.37,1186,22237.25
2012-10-06 14:00:00,34.04,1206,21624.75
2012-10-06 15:00:00,35.47,1160.25,21170.75
2012-10-06 16:00:00,41.71,1095,21020.5
2012-10-06 17:00:00,49.15,1046.75,20908
2012-10-06 18:00:00,53.27,999.75,21127
2012-10-06 19:00:00,61.82,972.25,21527.75
2012-10-06 20:00:00,45.94,953.75,20810
2012-10-06 21:00:00,35.65,993.75,19830.75
2012-10-06 22:00:00,35.45,1008.25,19225.75
2012-10-06 23:00:00,32.08,1042,17953.5
2012-10-07 00:00:00,35.34,756.75,16322.25
2012-10-07 01:00:00,34.02,748.75,15659.25
2012-10-07 02:00:00,34.45,716.75,15673.75
2012-10-07 03:00:00,32.07,691.5,15922
2012-10-07 04:00:00,29.01,685.5,16548.5
2012-10-07 05:00:00,27.8,714.5,16402
2012-10-07 06:00:00,28.02,749.25,16299.25
2012-10-07 07:00:00,28,793,16662
2012-10-07 08:00:00,35.34,838.5,17720
2012-10-07 09:00:00,42.6,919.25,18792.25
2012-10-07 10:00:00,45.21,1017.25,20134
2012-10-07 11:00:00,45.92,1155.25,21101.75
2012-10-07 12:00:00,35.81,1406.5,21630.5
2012-10-07 13:00:00,28.75,1634.25,20998.5
2012-10-07 14:00:00,24.12,1759.25,20098.25
2012-10-07 15:00:00,21.93,1817.25,19886.25
2012-10-07 16:00:00,24.68,1805.5,19749.25
2012-10-07 17:00:00,30.66,1804,19828.75
2012-10-07 18:00:00,40.86,1760,20376.25
2012-10-07 19:00:00,45.97,1660.5,21455
2012-10-07 20:00:00,33.79,1626.5,20817.75
2012-10-07 21:00:00,32.58,1632.5,20146.25
2012-10-07 22:00:00,31.91,1621.5,19670.5
2012-10-07 23:00:00,26.01,1594.5,18369.5
2012-10-08 00:00:00,19.12,1579,16965.5
2012-10-08 01:00:00,19.87,1503,16605.75
2012-10-08 02:00:00,19.53,1414.5,16316
2012-10-08 03:00:00,20.32,1337.25,16489.5
2012-10-08 04:00:00,22.95,1266.5,16808.5
2012-10-08 05:00:00,30.08,1188.25,18226
2012-10-08 06:00:00,44.71,1115,22090.25
2012-10-08 07:00:00,53.15,1049.75,24527
2012-10-08 08:00:00,57.54,984,25311
2012-10-08 09:00:00,49.96,905.5,25190.75
2012-10-08 10:00:00,39.05,830.5,25918.75
2012-10-08 11:00:00,37.84,792.75,26280
2012-10-08 12:00:00,34.52,765.5,26341
2012-10-08 13:00:00,34.74,729.5,26088
2012-10-08 14:00:00,37.58,680.75,25435.25
2012-10-08 15:00:00,39.27,618,25332.5
2012-10-08 16:00:00,46.11,555.5,24692
2012-10-08 17:00:00,54.88,517.5,24583.5
2012-10-08 18:00:00,60.04,506,24752
2012-10-08 19:00:00,71.99,510.25,25750.25
2012-10-08 20:00:00,61.91,546.5,24866
2012-10-08 21:00:00,51.92,601.75,23462
2012-10-08 22:00:00,43,638.25,21997.75
2012-10-08 23:00:00,36.88,703,20238.75
2012-10-09 00:00:00,34.67,757.5,18652.5
2012-10-09 01:00:00,33.8,813,17872
2012-10-09 02:00:00,31.21,862.25,17590
2012-10-09 03:00:00,30.05,939,17788
2012-10-09 04:00:00,31.3,1013,18158
2012-10-09 05:00:00,32.97,1080.25,19440.5
2012-10-09 06:00:00,45.35,1120.75,22670.25
2012-10-09 07:00:00,61.99,1163,24954.5
2012-10-09 08:00:00,62.71,1244.75,25691.5
2012-10-09 09:00:00,62.27,1363.25,25639.25
2012-10-09 10:00:00,60.01,1497.5,26199.25
2012-10-09 11:00:00,52.77,1748.25,26664
2012-10-09 12:00:00,37.92,2011,26721.75
2012-10-09 13:00:00,34.65,2207.25,26451.5
2012-10-09 14:00:00,34.3,2276.5,25714.25
2012-10-09 15:00:00,34.49,2173,25239.25
2012-10-09 16:00:00,34.6,2003.5,24636.75
2012-10-09 17:00:00,38.83,1794.75,24607.75
2012-10-09 18:00:00,60.07,1555.75,25037
2012-10-09 19:00:00,75.09,1308.75,25978.75
2012-10-09 20:00:00,63.84,1135.5,25152.75
2012-10-09 21:00:00,47.94,1029.75,23490.75
2012-10-09 22:00:00,39.66,950.25,22206.25
2012-10-09 23:00:00,37.08,874,20515.25
2012-10-10 00:00:00,37.95,725.75,18880
2012-10-10 01:00:00,34.77,692.5,18216.25
2012-10-10 02:00:00,32.06,666.5,17801.75
2012-10-10 03:00:00,31.79,650,18097.75
2012-10-10 04:00:00,32.45,642,18468.75
2012-10-10 05:00:00,37.05,620,19666.75
2012-10-10 06:00:00,50.57,599,22748.75
2012-10-10 07:00:00,64.87,566.25,25135.5
2012-10-10 08:00:00,63.98,530,26278.25
2012-10-10 09:00:00,63.58,487.25,27218.75
2012-10-10 10:00:00,61.95,461.5,28118.25
2012-10-10 11:00:00,59.48,473.5,28286
2012-10-10 12:00:00,52.1,515.75,28098.75
2012-10-10 13:00:00,48.09,575.5,27865.75
2012-10-10 14:00:00,49.07,618.5,27191.25
2012-10-10 15:00:00,49.4,617.5,26733.25
2012-10-10 16:00:00,50,594,26271.25
2012-10-10 17:00:00,55.5,562.75,26324.25
2012-10-10 18:00:00,64.17,524.25,26854
2012-10-10 19:00:00,90.19,489.75,27660
2012-10-10 20:00:00,61.27,486,26936.5
2012-10-10 21:00:00,55.07,484.5,25591.25
2012-10-10 22:00:00,53,477.5,24006.5
2012-10-10 23:00:00,38.83,468.75,21564.25
2012-10-11 00:00:00,39.36,459.5,19685
2012-10-11 01:00:00,35.97,420,18940.25
2012-10-11 02:00:00,34.91,380.75,18511.5
2012-10-11 03:00:00,33.88,352,18620
2012-10-11 04:00:00,34.94,320.25,18934
2012-10-11 05:00:00,38.78,295.25,21566
2012-10-11 06:00:00,53.27,278.25,25701.25
2012-10-11 07:00:00,70.69,276.75,27852
2012-10-11 08:00:00,73.75,263.75,29195.5
2012-10-11 09:00:00,69.96,245.5,29358.75
2012-10-11 10:00:00,63.28,230.5,29644.75
2012-10-11 11:00:00,58.15,200.5,30242.5
2012-10-11 12:00:00,52.04,216.5,29103.25
2012-10-11 13:00:00,48.94,234.5,26728.25
2012-10-11 14:00:00,50.01,264,26439.75
2012-10-11 15:00:00,53.19,302.5,25949.5
2012-10-11 16:00:00,52.91,342,25335.25
2012-10-11 17:00:00,60.02,404,25458.5
2012-10-11 18:00:00,64.56,492.5,25820.5
2012-10-11 19:00:00,81.71,601,27008
2012-10-11 20:00:00,57.99,723.5,25566.25
2012-10-11 21:00:00,53.24,846,24231
2012-10-11 22:00:00,45.02,923.5,22304
2012-10-11 23:00:00,37.89,972,20369.75
2012-10-12 00:00:00,35.5,1030,18560.75
2012-10-12 01:00:00,32.86,1063.25,17835.5
2012-10-12 02:00:00,32.14,1098.25,17756.5
2012-10-12 03:00:00,30.76,1144.75,18024
2012-10-12 04:00:00,31.63,1197.75,18384.5
2012-10-12 05:00:00,32.97,1260.25,19165
2012-10-12 06:00:00,41.15,1310.75,22241.25
2012-10-12 07:00:00,55.78,1361.75,24899.25
2012-10-12 08:00:00,58.81,1335,26144
2012-10-12 09:00:00,60.06,1304.75,27073.25
2012-10-12 10:00:00,59.89,1212.25,28356.25
2012-10-12 11:00:00,61.05,1173.25,28821.25
2012-10-12 12:00:00,58.09,1191.5,28514
2012-10-12 13:00:00,53.28,1242.75,28615.75
2012-10-12 14:00:00,49.94,1248.5,27932
2012-10-12 15:00:00,47.77,1243.5,27234.5
2012-10-12 16:00:00,45.55,1221.25,26585.5
2012-10-12 17:00:00,47.96,1219.25,26260
2012-10-12 18:00:00,56.11,1213.75,26133.25
2012-10-12 19:00:00,65.91,1274.75,26469.25
2012-10-12 20:00:00,53.82,1354,25113
2012-10-12 21:00:00,44.62,1459,23799
2012-10-12 22:00:00,37.7,1584.5,22167
2012-10-12 23:00:00,33.34,1726.5,20121
2012-10-13 00:00:00,30.62,1799,18919
2012-10-13 01:00:00,30.75,1857.75,17861
2012-10-13 02:00:00,23.92,1854.25,17290.25
2012-10-13 03:00:00,22.15,1796.25,17055.75
2012-10-13 04:00:00,29.56,1681.5,16929
2012-10-13 05:00:00,28.63,1576.25,16973.75
2012-10-13 06:00:00,31.35,1509.75,17358.5
2012-10-13 07:00:00,34.29,1455.5,18414.75
2012-10-13 08:00:00,36.9,1425,19830
2012-10-13 09:00:00,36.23,1377.75,21417
2012-10-13 10:00:00,35.13,1310,22512
2012-10-13 11:00:00,34.43,1223.25,22814.75
2012-10-13 12:00:00,33.58,1154,23166.25
2012-10-13 13:00:00,33.52,1094.25,23196.75
2012-10-13 14:00:00,33.78,958.75,22187.75
2012-10-13 15:00:00,35.2,824.5,22029.25
2012-10-13 16:00:00,41.88,701.5,21844.75
2012-10-13 17:00:00,47.37,650.5,21918.25
2012-10-13 18:00:00,51.17,641.75,22291.75
2012-10-13 19:00:00,60.97,720.75,23065.5
2012-10-13 20:00:00,53.12,834.5,21966.75
2012-10-13 21:00:00,44.57,953.25,21186.25
2012-10-13 22:00:00,44.22,1047.25,20225
2012-10-13 23:00:00,34.09,1110.25,18678.25
2012-10-14 00:00:00,30.07,1281.25,17421.5
2012-10-14 01:00:00,23.01,1313.5,16637
2012-10-14 02:00:00,16.93,1349,16277.25
2012-10-14 03:00:00,13.81,1377.25,16097.75
2012-10-14 04:00:00,15.35,1421.75,16191.5
2012-10-14 05:00:00,14.61,1410.75,15946.5
2012-10-14 06:00:00,12.57,1401.25,15537.75
2012-10-14 07:00:00,19.37,1405.5,16275.25
2012-10-14 08:00:00,25.04,1468,17384.25
2012-10-14 09:00:00,30.96,1542.5,18442.75
2012-10-14 10:00:00,31.8,1605,19448.5
2012-10-14 11:00:00,32.82,1652.25,20232
2012-10-14 12:00:00,33.21,1596.5,21003
2012-10-14 13:00:00,30.29,1489.25,20946.25
2012-10-14 14:00:00,30.07,1291,20044.75
2012-10-14 15:00:00,31.04,1064,19748.5
2012-10-14 16:00:00,32.89,876.5,19452.25
2012-10-14 17:00:00,34.75,722.5,20025.5
2012-10-14 18:00:00,41.54,618.75,21090.75
2012-10-14 19:00:00,56.42,576.5,22244.5
2012-10-14 20:00:00,48.95,564,21464.25
2012-10-14 21:00:00,42.05,558,20690
2012-10-14 22:00:00,43.94,565.75,20031.25
2012-10-14 23:00:00,35.08,551.25,18941.75
2012-10-15 00:00:00,34.45,662.75,17175.25
2012-10-15 01:00:00,30.03,687.25,16496.25
2012-10-15 02:00:00,22.79,701.75,16677.75
2012-10-15 03:00:00,17.99,728.25,16828.5
2012-10-15 04:00:00,12.51,774.25,17344
2012-10-15 05:00:00,21.9,815.75,18312.75
2012-10-15 06:00:00,47.72,846.75,21496.25
2012-10-15 07:00:00,57.81,905.25,24114.5
2012-10-15 08:00:00,60.02,932.75,25478.5
2012-10-15 09:00:00,60.07,939.25,27653.75
2012-10-15 10:00:00,59.7,997.5,28814.25
2012-10-15 11:00:00,58.92,1088.75,28342.25
2012-10-15 12:00:00,53.92,1183.5,27640.25
2012-10-15 13:00:00,47.97,1286.5,28443
2012-10-15 14:00:00,46.66,1297.5,28483
2012-10-15 15:00:00,44.02,1202.75,28517.75
2012-10-15 16:00:00,44.42,1137.25,28374.25
2012-10-15 17:00:00,47.94,1068.5,29047.5
2012-10-15 18:00:00,60.05,1015,29844.5
2012-10-15 19:00:00,64.14,1029.5,30121.25
2012-10-15 20:00:00,47.92,1064.75,29349.25
2012-10-15 21:00:00,36.99,1127.5,28298.5
2012-10-15 22:00:00,34.38,1181.25,26186.25
2012-10-15 23:00:00,32.05,1209.75,22716
2012-10-16 00:00:00,31.98,540.25,20557
2012-10-16 01:00:00,31.37,572.5,19438.25
2012-10-16 02:00:00,29.83,602.25,18542.25
2012-10-16 03:00:00,27.54,619.75,18433.25
2012-10-16 04:00:00,28.15,632.75,18477.5
2012-10-16 05:00:00,32.09,647.75,19991.5
2012-10-16 06:00:00,45.02,626.5,23237
2012-10-16 07:00:00,60.72,636,25964
2012-10-16 08:00:00,63.95,593,27018.75
2012-10-16 09:00:00,53.17,570.5,26497.75
2012-10-16 10:00:00,40.68,500.5,27100.75
2012-10-16 11:00:00,37.45,488.75,27603.75
2012-10-16 12:00:00,36.63,526.25,27045
2012-10-16 13:00:00,35.95,598,26638
2012-10-16 14:00:00,35.8,613,26210
2012-10-16 15:00:00,37.61,613.25,25786.5
2012-10-16 16:00:00,37.78,592.75,25212.25
2012-10-16 17:00:00,47.95,567.75,25272
2012-10-16 18:00:00,60.9,593,25698
2012-10-16 19:00:00,83.97,596.5,26422.25
2012-10-16 20:00:00,52.54,622.25,25211.75
2012-10-16 21:00:00,39.04,615.25,23913.25
2012-10-16 22:00:00,36.62,608.75,22163.25
2012-10-16 23:00:00,32.06,574,20364.25
2012-10-17 00:00:00,31.02,1352.5,18736
2012-10-17 01:00:00,27.51,1222,18028.25
2012-10-17 02:00:00,27.06,1119,17690.5
2012-10-17 03:00:00,22.47,1028.75,18006.75
2012-10-17 04:00:00,26.67,976.5,18458
2012-10-17 05:00:00,32.15,955.5,19973.25
2012-10-17 06:00:00,43.98,1007.75,23222.75
2012-10-17 07:00:00,59.71,1072.5,25901.5
2012-10-17 08:00:00,63.24,1043.25,26889.25
2012-10-17 09:00:00,61.18,1028.75,26315.5
2012-10-17 10:00:00,55.9,980.25,26601.75
2012-10-17 11:00:00,48.52,997.25,27150
2012-10-17 12:00:00,38.07,1115.25,26747.75
2012-10-17 13:00:00,36.97,1239,26401
2012-10-17 14:00:00,36.63,1337,25993.75
2012-10-17 15:00:00,36.94,1359.25,25581
2012-10-17 16:00:00,37.07,1368.75,25020.5
2012-10-17 17:00:00,43.99,1390.75,25127.75
2012-10-17 18:00:00,59.77,1446.5,25585
2012-10-17 19:00:00,67.07,1567.75,26333.75
2012-10-17 20:00:00,48.73,1605.5,25163.75
2012-10-17 21:00:00,37.97,1562,23864.75
2012-10-17 22:00:00,35.39,1519.75,22145.5
2012-10-17 23:00:00,31.67,1489,20346.25
2012-10-18 00:00:00,31.42,1560.5,18407.75
2012-10-18 01:00:00,30.23,1558.25,17763.75
2012-10-18 02:00:00,29.03,1558.25,17637
2012-10-18 03:00:00,26.14,1545,18266.75
2012-10-18 04:00:00,26.34,1538,19140.25
2012-10-18 05:00:00,30.69,1522.75,20570
2012-10-18 06:00:00,44.1,1532,23506.25
2012-10-18 07:00:00,57.61,1571.25,25983.25
2012-10-18 08:00:00,59.22,1620.25,26819
2012-10-18 09:00:00,47.96,1606.25,26853
2012-10-18 10:00:00,38.49,1562,28337
2012-10-18 11:00:00,36.25,1487,29800.5
2012-10-18 12:00:00,35,1419.5,29922.5
2012-10-18 13:00:00,34.45,1369.25,29562.75
2012-10-18 14:00:00,34.95,1328,28537.75
2012-10-18 15:00:00,37.48,1274.25,27784
2012-10-18 16:00:00,39.24,1218.5,26892.5
2012-10-18 17:00:00,52.9,1203.75,26696.5
2012-10-18 18:00:00,60.9,1278.25,27215.75
2012-10-18 19:00:00,75,1393,28043
2012-10-18 20:00:00,49.92,1465.5,26114.5
2012-10-18 21:00:00,39.27,1433.5,24546.5
2012-10-18 22:00:00,34.66,1347.5,22808.75
2012-10-18 23:00:00,32.92,1249.25,21099.5
2012-10-19 00:00:00,32.64,1255,19129.5
2012-10-19 01:00:00,31.88,1217.75,18433.25
2012-10-19 02:00:00,30.6,1183.25,17969.75
2012-10-19 03:00:00,30.01,1178,18302.25
2012-10-19 04:00:00,30.59,1187.5,18585
2012-10-19 05:00:00,31.61,1177,19790.75
2012-10-19 06:00:00,43.56,1223.5,22638.75
2012-10-19 07:00:00,63.95,1201.25,25505.5
2012-10-19 08:00:00,67.83,1149.25,27012.25
2012-10-19 09:00:00,61.27,1066,27593.5
2012-10-19 10:00:00,49.91,990.25,28425.5
2012-10-19 11:00:00,38.68,874.25,29111
2012-10-19 12:00:00,35.5,769.75,28380.75
2012-10-19 13:00:00,34.88,696.5,27743.5
2012-10-19 14:00:00,34.41,625.5,26848.25
2012-10-19 15:00:00,37.32,552.5,26064.5
2012-10-19 16:00:00,47.94,505.5,25352
2012-10-19 17:00:00,55.3,529.25,25564.75
2012-10-19 18:00:00,63.76,621.5,26425
2012-10-19 19:00:00,67.07,739.25,27160.75
2012-10-19 20:00:00,56.89,856.25,25215.25
2012-10-19 21:00:00,47.88,925.5,23256.75
2012-10-19 22:00:00,46.58,944,22032.25
2012-10-19 23:00:00,34.22,953.25,20527.5
2012-10-20 00:00:00,32.96,842.5,18282.25
2012-10-20 01:00:00,32.19,822.5,17395.75
2012-10-20 02:00:00,33.09,787.75,17044.75
2012-10-20 03:00:00,31.16,761.75,17112
2012-10-20 04:00:00,31.02,745.5,17218.25
2012-10-20 05:00:00,31.13,730.25,17541
2012-10-20 06:00:00,31.84,686.75,18040.75
2012-10-20 07:00:00,34.16,659.5,19143.5
2012-10-20 08:00:00,42.53,600.25,20323.75
2012-10-20 09:00:00,45.32,540.75,21367
2012-10-20 10:00:00,35.8,465.5,21986.25
2012-10-20 11:00:00,34.17,391.25,22491.5
2012-10-20 12:00:00,33.12,323.5,22639.5
2012-10-20 13:00:00,33.02,263,22250
2012-10-20 14:00:00,32.88,231,21451
2012-10-20 15:00:00,33.41,190,20888.75
2012-10-20 16:00:00,35.5,143,20473.25
2012-10-20 17:00:00,41.72,124.25,21064.5
2012-10-20 18:00:00,52.91,135.75,21966.75
2012-10-20 19:00:00,61.58,165.75,22553.75
2012-10-20 20:00:00,49,204.25,21175.25
2012-10-20 21:00:00,41.06,245,20516.25
2012-10-20 22:00:00,45.16,302,19823.75
2012-10-20 23:00:00,40.01,368.25,18594.25
2012-10-21 00:00:00,36.97,217.25,16988.25
2012-10-21 01:00:00,33.4,251.5,16115.75
2012-10-21 02:00:00,32.02,287,15729.75
2012-10-21 03:00:00,29.55,318.25,15676.75
2012-10-21 04:00:00,27.74,337.75,15881.25
2012-10-21 05:00:00,30.1,350.25,16065.25
2012-10-21 06:00:00,28.88,325.5,16180.5
2012-10-21 07:00:00,31.68,326,16582.25
2012-10-21 08:00:00,33.89,304,17264
2012-10-21 09:00:00,38.41,276.5,18117.75
2012-10-21 10:00:00,39.8,225,19221.75
2012-10-21 11:00:00,39.16,176.25,20322.75
2012-10-21 12:00:00,33.94,148.75,20794.5
2012-10-21 13:00:00,32.62,159.75,20241.25
2012-10-21 14:00:00,31.66,180.25,19882.5
2012-10-21 15:00:00,32.54,205,19340.75
2012-10-21 16:00:00,33.92,249.75,19106.25
2012-10-21 17:00:00,43.11,299.5,19771
2012-10-21 18:00:00,52.97,353.5,20656.25
2012-10-21 19:00:00,61.96,407.25,21248.5
2012-10-21 20:00:00,51.76,427,20424.25
2012-10-21 21:00:00,46.96,435.5,20048.75
2012-10-21 22:00:00,36.09,428.5,19354.25
2012-10-21 23:00:00,33.73,415.25,18307.5
2012-10-22 00:00:00,33.08,508.5,16781.25
2012-10-22 01:00:00,32.31,475,16001.5
2012-10-22 02:00:00,32.01,447.75,16059.75
2012-10-22 03:00:00,31.96,427.25,16472.25
2012-10-22 04:00:00,32.08,419.5,17186
2012-10-22 05:00:00,34,413.75,19088.75
2012-10-22 06:00:00,52.42,408.5,22604.25
2012-10-22 07:00:00,63.55,403.25,25691.75
2012-10-22 08:00:00,66.98,393,26869.75
2012-10-22 09:00:00,63.92,375.5,27187.25
2012-10-22 10:00:00,60.87,348,27506.75
2012-10-22 11:00:00,52.76,306.5,27703.25
2012-10-22 12:00:00,42.77,269,26896.75
2012-10-22 13:00:00,39.64,253,26397.75
2012-10-22 14:00:00,39.63,249.25,25744.25
2012-10-22 15:00:00,44.92,256.25,25492.75
2012-10-22 16:00:00,49.99,271.75,24983.5
2012-10-22 17:00:00,59.15,309,25173.5
